"year","state","district","ID","INC","Open","Challenge","Winner","Dcont","Rcont","Ocont","Midterm.","PVI...100.to.100.","PresYrsIncumb","PresParty","PrevPresR.","PrevPresD.","PrevPresParty","TermsDemControl","TermsRepControl","Age.25.to.44","Age.65.and.over","Race.White","Race.Black.or.African.American","Race.American.Indian.and.Alaska.Native","Race.Asian","Race.Native.Hawaiian.and.Other.Pacific.Islander","Race.Some.other.race","Race.Two.or.more.races","Race.Hispanic.or.Latino","Unemployment.Rate","Delta.unemployment.Rate","Median.household.income","PercentDelta.median.household.income","Percent.below.poverty.level","INC_DW_NOM","SabatoNum","PVI2","thirdParty","midtermEffect","ideologyEffect","dContDiff","Repub","dPct2","rPct2","dWin","Polls","dSwing","PrevElectionD2","Prev2ElectionD2","Prev2ElectionD2Diff","OpenInc","midPres","PrevElectionD2Diff","PrevElectionD2DiffSwing","logDCont","logRCont","logDContDiff","ideologyEffect2","crossPressure","dPctPred","Pred"
"2018","AZ","4","2018AZ4","R",0,1,"0",47593.85,182004.95,0,"1",21,2,"R",67.7,27.5,"R",0,4,20.8,25.8,88.1,1.8,1.9,1.2,0.2,4.4,2.5,18.4,3.3,-1.8,49466,-0.103525654,9.2,0.616,5,21,"0","1",12.936,-134411.1,1,0,0,0,8.9,10,0.284821581,0.269341059385288,-0.230658940614712,"R","R",-0.215178419,0.0154805216147116,10.7704798410889,12.1117946578322,-1.34131481674336,12.936,0,0.314942314335948,17
"2018","AZ","5","2018AZ5","R",0,1,"0",73347.77,0,335763.72,"1",15,2,"R",57.6,36.5,"R",0,5,25.8,15.9,85.6,3,1,4.5,0.2,2.7,3,17.7,3.2,-0.7,71693,-0.070760046,6.7,0.906,5,14,"0","1",13.59,73347.77,1,0,0,0,8.9,10,0.36859775,0.304218697,-0.195781303,"R","R",-0.13140225,0.064379053,11.2029810145144,0,11.2029810145144,13.59,0,0.386750917399861,516
"2018","AZ","6","2018AZ6","R",0,1,"0",280359.79,871743.42,0,"1",9,2,"R",52.4,42.4,"R",0,13,26,17.1,85.1,2.7,1.6,4.7,0.1,3,2.8,16.3,3.2,-1.3,67830,-0.078844169,8.3,0.633,3,8,"0","1",5.697,-591383.63,1,0,0,0,8.9,10,0.383772763,0.35138355,-0.14861645,"R","R",-0.116227237,0.032389213,12.543832588416,13.6782515635997,-1.13441897518375,5.697,0,0.42293595430736,1832
"2018","AZ","8","2018AZ8","R",0,1,"0",49219.51,865551.04,7917.18,"1",13,2,"R",58.1,37,"R",0,4,24.1,20.4,84.8,4.5,0.8,3.5,0.1,3,3.3,19.3,3,-1,61754,-0.040450821,5.3,0.749,5,13,"0","1",9.737,-816331.53,1,0,0,0,8.9,10,0,0,-0.5,"R","R",-0.5,0,10.804065685533,13.671122778885,-2.86705709335203,9.737,0,0.338814087585215,62
"2018","AZ","9","2018AZ9","D",1,1,"0",267633.66,411568.39,0,"1",-4,2,"R",38.4,54.7,"D",18,2,31.1,10.8,76.1,5.4,3,4.8,0.3,6.5,4,27.5,3.9,-1.3,55349,-0.081609424,12,-0.108,-3,-5,"0","-1",0.432,-143934.73,-1,0,0,0,8.9,10,0.611229195,0.56637264279578,0.0663726427957804,"Open","R",0.111229195,0.0448565522042196,12.4973781205231,12.9277329118578,-0.430354791334672,-0.432,0,0.566427753146632,17361
"2018","AR","1","2018AR1","R",0,1,"0",39057.49,549945.02,0,"1",17,2,"R",65,30.2,"R",0,5,24.5,17.3,78.3,18,0.4,0.5,0,1,1.8,3.2,3.9,-1,40492,-0.088017386,14,0.381,5,18,"0","1",6.477,-510887.53,1,0,0,0,8.9,10,0,0.33860965199585,-0.16139034800415,"R","R",-0.5,-0.33860965199585,10.5728155452093,13.2175754069375,-2.64475986172826,6.477,0,0.308270437323006,6
"2018","AR","2","2018AR2","R",0,1,"0",690356.41,547918.42,0,"1",7,2,"R",52.4,41.7,"R",0,5,26.8,14.3,72.5,22.2,0.3,1.6,0,1.1,2.3,5,2.8,-1.6,49498,-0.046304901,11.2,0.475,3,7,"0","1",3.325,142437.99,1,0,0,0,8.9,10,0.386729537844736,0.456751268733914,-0.0432487312660859,"R","R",-0.113270462155264,-0.0700217308891785,13.4449647279725,13.2138835113225,0.231081216649971,3.325,0,0.437599887326992,2731
"2018","AR","3","2018AR3","R",0,1,"0",81445.46,781844.98,0,"1",19,2,"R",61.9,30.5,"R",0,21,26.8,13.6,85,2.9,1.1,2.8,0.8,4.4,3,13.7,2,-1.7,47903,-0.056739661,10.2,0.347,5,18,"0","1",6.593,-700399.52,1,0,0,0,8.9,10,0,0,-0.5,"R","R",-0.5,0,11.3077011508389,13.5694130436072,-2.26171189276832,6.593,0,0.307156300496934,10
"2018","AR","4","2018AR4","R",0,1,"0",72781.66,688819.02,835.58,"1",17,2,"R",64.2,31.3,"R",0,4,23,17.7,74.8,19.6,0.7,0.6,0,2.6,1.7,5.6,3.1,-2,39586,-0.064391452,14.4,0.543,5,17,"0","1",9.231,-616037.36,1,0,0,0,8.9,10,0,0.441956167959266,-0.0580438320407345,"R","R",-0.5,-0.441956167959266,11.1952330190006,13.4427352967139,-2.24750227771332,9.231,0,0.320697475428138,15
"2018","CA","1","2018CA1","R",0,1,"0",475271.97,242945.08,16403.37,"1",11,2,"R",56.2,36.5,"R",0,4,22.2,19.6,86.4,1.4,1.9,2.7,0.2,2.7,4.7,13.1,3.8,-2.1,47488,-0.036788241,10.5,0.55,5,11,"0","1",6.05,232326.89,1,0,0,0,8.9,10,0.404861236,0.389699222,-0.110300778,"R","R",-0.095138764,0.015162014,13.0716445916393,12.4005948046967,0.671049786942627,6.05,0,0.407940482941578,1175
"2018","CA","2","2018CA2","D",0,1,"0",552291.14,3026.25,0,"1",-22,2,"R",21.5,72.9,"D",4,0,23.4,18.3,80.4,1.5,2.1,3.7,0.2,7.2,4.9,17.3,3.6,-1.4,66604,-0.054651372,7.5,-0.425,-5,-23,"0","-1",9.35,549264.89,-1,0,0,0,8.9,10,0.770896409,0.749912653,0.249912653,"D","R",0.270896409,0.020983756,13.221832424392,8.01540989563448,5.20642252875756,-9.35,0,0.757450350075328,20000
"2018","CA","3","2018CA3","D",0,1,"0",383306.28,10526.51,0,"1",-5,2,"R",16.8,77.7,"D",4,0,25.5,13,65.8,6,1,11.1,0.5,9.5,6,29.1,3.7,-2.9,61508,-0.084574364,9.6,-0.31,-5,-13,"0","-1",1.55,372779.77,-1,0,0,0,8.9,10,0.582309381,0.527246107,0.027246107,"D","R",0.082309381,0.055063274,12.8565922441442,9.26174710992877,3.59484513421542,-1.55,0,0.675142163828421,19968
"2018","CA","4","2018CA4","R",0,1,"0",1084166.04,664859.82,0,"1",10,2,"R",42.9,51.5,"D",0,14,22.3,19.2,85.4,1.3,1,4.8,0.2,3,4.3,12.9,3,-2.8,74074,-0.101614602,6.2,0.75,3,6,"0","1",7.5,419306.22,1,0,0,0,8.9,10,0.37215236,0,-0.5,"R","R",-0.12784764,0.37215236,13.8963225450511,13.4073330045,0.488989540551104,7.5,0,0.440948227745726,3082
"2018","CA","7","2018CA7","D",0,1,"0",551731.06,570686.21,0,"1",-3,2,"R",29.6,64.5,"D",20,0,26.7,14,64.7,7.5,0.7,15.1,0.8,4.2,6.9,16.9,3.5,-3.5,68735,-0.052025897,8.9,-0.229,-3,-8,"0","-1",0.687,-18955.15,-1,0,0,0,8.9,10,0.511914961,0.503962699,0.00396269900000001,"D","R",0.011914961,0.00795226199999999,13.2208178088645,13.2545965451995,-0.0337787363350532,-0.687,0,0.576388982274763,18038
"2018","CA","8","2018CA8","R",0,1,"0",289238.94,866547.08,0,"1",9,2,"R",29.6,64.5,"D",2,2,25,12.6,75.6,8.2,1.4,3,0.3,7,4.4,39,5.1,-2.5,49194,-0.046082856,15.2,0.391,5,1,"0","1",3.519,-577308.14,1,0,0,0,8.9,10,0.372535549,0.323531466,-0.176468534,"R","R",-0.127464451,0.049004083,12.5750118648487,13.6722728741922,-1.09726100934351,3.519,0,0.399236421602948,823
"2018","CA","9","2018CA9","D",0,1,"0",411596.69,29912.12,0,"1",-8,2,"R",29.6,64.5,"D",20,0,25.9,12,55.2,8.9,0.7,14.4,0.5,11.4,8.8,38.1,5.1,-2.9,61454,-0.089432746,11.5,-0.26,-5,-11,"0","-1",2.08,381684.57,-1,0,0,0,8.9,10,0.576297477,0.523703838,0.023703838,"D","R",0.076297477,0.052593639,12.9278016706814,10.3060524591226,2.62174921155879,-2.08,0,0.66289741410579,19947
"2018","CA","10","2018CA10","R",0,1,"0",1063678.07,0,337.81,"1",0,2,"R",45.5,48.5,"D",0,4,26.7,11.8,72.7,3.2,0.6,6.6,0.7,11,5.3,42.4,5.7,-3.1,60235,-0.101668465,9,0.306,1,0,"0","1",0,1063678.07,1,0,0,0,8.9,10,0.47630676,0.438510799,-0.061489201,"R","R",-0.02369324,0.037795961,13.8772442774456,0,13.8772442774456,0,1,0.524804646330255,13278
"2018","CA","11","2018CA11","D",0,1,"0",295502.03,0,0,"1",-21,2,"R",22.7,71.5,"D",7,0,25.9,15.4,61.7,8.4,0.4,13.6,0.5,9.5,5.9,26.3,3.9,-1.9,86000,-0.120546512,6.9,-0.53,-5,-22,"0","-1",11.13,295502.03,-1,0,0,0,8.9,10,0.717622167,0.672739348,0.172739348,"D","R",0.217622167,0.044882819,12.5964343695828,0,12.5964343695828,-11.13,0,0.73617228496792,20000
"2018","CA","12","2018CA12","D",0,1,"0",194206.65,2468.45,7225.98,"1",-37,2,"R",8.7,86.2,"D",14,0,40.4,14.2,50.4,5.4,0.4,31.9,0.4,6.6,4.9,14.8,3.1,-1.4,105918,-0.233473064,5.9,-0.49,-5,-37,"0","-1",18.13,191738.2,-1,0,0,0,8.9,10,1,0.832537553,0.332537553,"D","R",0.5,0.167462447,12.1766832264425,7.81175073276214,4.36493249368035,-18.13,0,0.825708022993785,20000
"2018","CA","14","2018CA14","D",0,1,"0",450606.68,0,0,"1",-27,2,"R",18.2,76.9,"D",14,0,28.9,14.7,47,3.1,0.3,32.9,1.4,10.3,5.1,24.1,2.6,-2.4,103850,-0.140674049,3.8,-0.384,-5,-27,"0","-1",10.368,450606.68,-1,0,0,0,8.9,10,0.808839177,0.766959892,0.266959892,"D","R",0.308839177,0.0418792849999999,13.0183523507764,0,13.0183523507764,-10.368,0,0.789669243472566,20000
"2018","CA","15","2018CA15","D",0,1,"0",0,3457.87,9251.86,"1",-20,2,"R",24.2,69.9,"D",10,0,29.1,11.9,48.1,6.1,0.5,31.4,1.1,6.7,6,22.9,2.7,-2.2,106291,-0.131525717,5,-0.365,-5,-21,"0","-1",7.3,-3457.87,-1,0,0,0,8.9,10,0.737557714,0.698053266,0.198053266,"D","R",0.237557714,0.0395044480000001,0,8.1486972251144,-8.1486972251144,-7.3,0,0.725762282239716,20000
"2018","CA","16","2018CA16","D",0,1,"0",618104.69,197412.41,0,"1",-9,2,"R",36.4,58,"D",20,0,27.2,9.7,57,6,1.1,9.3,0.2,22.4,4,59.8,7.2,-1.2,40207,-0.072524685,25,-0.188,-5,-9,"0","-1",1.692,420692.28,-1,0,0,0,8.9,10,0.578363985,0.507311993,0.00731199299999996,"D","R",0.078363985,0.071051992,13.3344147412352,12.1930553368049,1.14135940443028,-1.692,0,0.625495819267196,19649
"2018","CA","17","2018CA17","D",0,1,"0",7208.91,2754,0,"1",-25,2,"R",20.5,73.9,"D",15,0,33.3,11.6,31.8,2.6,0.4,52.7,0.5,7.6,4.4,16.5,2.9,-1.8,121150,-0.150755262,3.6,-0.607,-5,-25,"0","-1",15.175,4454.91,-1,0,0,0,8.9,10,1,1,0.5,"D","R",0.5,0,8.88321174753812,7.92117272158701,0.962039025951103,-15.175,0,0.782859563615472,20000
"2018","CA","18","2018CA18","D",0,1,"0",961010.14,0,0,"1",-23,2,"R",20.2,73.4,"D",19,0,27.5,14.4,65.6,1.9,0.3,21.6,0.4,5.4,4.9,16.7,2.3,-1.7,125790,-0.146839971,5.1,-0.382,-5,-24,"0","-1",8.786,961010.14,-1,0,0,0,8.9,10,0.712317907,0.677543206,0.177543206,"D","R",0.212317907,0.034774701,13.7757412799768,0,13.7757412799768,-8.786,0,0.74055999145906,20000
"2018","CA","21","2018CA21","R",0,1,"0",493094.74,714671.07,0,"1",-5,2,"R",39.7,55.2,"D",0,21,28.6,8.1,70.4,4.1,1.1,3.1,0.2,18.2,2.8,73.8,6.3,-2.1,41174,-0.078301841,23.9,0.254,3,-5,"0","1",-1.27,-221576.33,1,0,0,0,8.9,10,0.420261759,0.421658667,-0.078341333,"R","R",-0.079738241,-0.00139690799999997,13.1084586329536,13.4795790731105,-0.371120440156821,-1.27,1,0.460865389801465,4927
"2018","CA","22","2018CA22","R",0,1,"0",331221.05,0,0,"1",8,2,"R",52.1,42.6,"R",0,9,26.7,11.8,73.5,3.1,1,7.6,0.2,10.5,4,46.7,4.9,-2.2,56524,-0.064167433,15.5,0.448,3,7,"0","1",3.584,331221.05,1,0,0,0,8.9,10,0.317900397,0.279649323,-0.220350677,"R","R",-0.182099603,0.038251074,12.7105442753641,0,12.7105442753641,3.584,0,0.449757020559651,3868
"2018","CA","23","2018CA23","R",0,1,"0",85694.49,0,0,"1",14,2,"R",58.1,36.1,"R",0,4,26.8,11.8,74.6,6.5,1.1,5.1,0.2,8.6,4,38.2,5.7,-0.7,54437,0.020886529,15.8,0.462,5,13,"0","1",6.468,85694.49,1,0,0,0,8.9,10,0.299933391,0.251605828,-0.248394172,"R","R",-0.200066609,0.048327563,11.3585554777635,0,11.3585554777635,6.468,0,0.394362460652372,721
"2018","CA","24","2018CA24","D",0,1,"0",639209.81,563739.67,0,"1",-7,2,"R",36.5,56.7,"D",4,0,23.8,15.3,78.6,2,0.9,4.7,0.1,9.8,3.9,35.6,3.2,-1.4,68929,-0.096519607,6.9,-0.304,-3,-8,"0","-1",2.128,75470.14,-1,0,0,0,8.9,10,0.532463085,0.519271205,0.019271205,"D","R",0.0324630849999999,0.0131918799999999,13.3679895850559,13.2423496197729,0.125639965282966,-2.128,0,0.570278911419164,17632
"2018","CA","25","2018CA25","R",0,1,"0",483263.5,372046.97,0,"1",0,2,"R",43.6,50.3,"D",0,14,25.4,10.6,64.7,7.8,0.6,8.1,0.2,13.2,5.4,37.8,4,-2.2,75367,-0.04013693,9.6,0.405,1,-1,"0","1",0,111216.53,1,0,0,0,8.9,10,0.458012919,0,-0.5,"R","R",-0.041987081,0.458012919,13.0883194017937,12.8267780765546,0.261541325239094,0,1,0.499425685881299,9865
"2018","CA","26","2018CA26","D",0,1,"0",507572.15,249637.63,0,"1",-7,2,"R",36,57.9,"D",4,0,25.5,13.8,79.4,1.8,0.7,6.8,0.2,6.8,4.2,44.7,3.3,-2.5,76914,-0.011857399,6.5,-0.285,-5,-8,"0","-1",1.995,257934.52,-1,0,0,0,8.9,10,0.598637098,0.513316336,0.013316336,"D","R",0.098637098,0.0853207619999999,13.1373961174422,12.4277696711303,0.7096264463119,-1.995,0,0.613294607491523,19463
"2018","CA","28","2018CA28","D",0,1,"0",0,11548.1,112899.27,"1",-23,2,"R",22.3,72.1,"D",9,0,34.4,14.5,67.2,2.8,0.3,13.4,0.1,12.2,4,25.9,5,-1.4,63940,-0.122568033,9.3,-0.348,-5,-23,"0","-1",8.004,-11548.1,-1,0,0,0,8.9,10,0.779236072,1,0.5,"D","R",0.279236072,-0.220763928,0,9.35436279083594,-9.35436279083594,-8.004,0,0.744013903729745,20000
"2018","CA","29","2018CA29","D",0,1,"0",990535.4,2734,6311.66,"1",-29,2,"R",16.8,77.7,"D",20,0,31.2,9.5,58.1,3.9,0.6,7.8,0.1,27,2.5,68.7,4.4,-3.2,50655,-0.070713651,16.1,-0.379,-5,-29,"0","-1",10.991,987801.4,-1,0,0,0,8.9,10,1,0.746131276,0.246131276,"D","R",0.5,0.253868724,13.8060018935621,7.91388671485608,5.89211517870604,-10.991,0,0.783909273832344,20000
"2018","CA","30","2018CA30","D",0,1,"0",502135.03,0,0,"1",-18,2,"R",25.7,69.1,"D",20,0,29.4,14.3,66.5,4.8,0.3,12.5,0.2,11.2,4.6,28.8,4.4,-1.4,76778,-0.078512074,8.5,-0.341,-5,-19,"0","-1",6.138,502135.03,-1,0,0,0,8.9,10,0.724391978,0.656399991,0.156399991,"D","R",0.224391978,0.067991987,13.1266263380621,0,13.1266263380621,-6.138,0,0.728502310469441,19999
"2018","CA","31","2018CA31","D",0,1,"0",940254.32,421623.64,0,"1",-8,2,"R",36.6,57.7,"D",3,0,28.2,9.9,61.5,10.6,0.7,7.8,0.3,14.3,4.8,52.2,5.2,-2.3,58668,-0.084679894,14.6,-0.286,-5,-9,"0","-1",2.288,518630.68,-1,0,0,0,8.9,10,0.556733353,0.517337449,0.017337449,"D","R",0.056733353,0.039395904,13.7539067343862,12.9518707185243,0.802036015861963,-2.288,0,0.623868581970029,19642
"2018","CA","33","2018CA33","D",0,1,"0",678545.65,17849.03,0,"1",-16,2,"R",26.5,67.8,"D",14,0,27.9,16.3,74.1,2.9,0.3,14,0.2,3.2,5.3,12.6,3.5,-1.3,101956,-0.054513712,4.4,-0.361,-5,-17,"0","-1",5.776,660696.62,-1,0,0,0,8.9,10,0.662554092,0.591872415,0.091872415,"D","R",0.162554092,0.0706816770000001,13.4277085104993,9.78976046787864,3.63794804262068,-5.776,0,0.699033841276434,19995
"2018","CA","35","2018CA35","D",0,1,"0",429666.85,1888.87,0,"1",-19,2,"R",26.9,67.7,"D",14,0,29.5,8.4,50.4,6.8,0.9,6.6,0.4,30.6,4.2,70,5.4,-2.4,57159,-0.042180584,13.5,-0.36,-5,-19,"0","-1",6.84,427777.98,-1,0,0,0,8.9,10,0.717637752,1,0.5,"D","R",0.217637752,-0.282362248,12.9707677473223,7.54426332261924,5.42650442470311,-6.84,0,0.749835992094208,20000
"2018","CA","36","2018CA36","D",0,1,"0",0,257407.1,0,"1",-2,2,"R",43.4,52.2,"D",10,0,23.7,20,68,4.3,1.2,3.2,0.2,19.7,3.6,48.7,4.9,-2.6,44567,0.016334956,15.4,-0.239,-5,-2,"0","-1",0.478,-257407.1,-1,0,0,0,8.9,10,0.61426561,0.541840926,0.041840926,"D","R",0.11426561,0.072424684,0,12.4584180421805,-12.4584180421805,-0.478,0,0.605069771290331,19246
"2018","CA","37","2018CA37","D",0,1,"0",592699.57,3176.85,0,"1",-37,2,"R",9.6,85.7,"D",14,0,32.7,12.2,41.8,23.5,0.8,10.2,0.1,19.5,4,38.2,4.2,-2.5,55190,-0.090578003,14.5,-0.585,-5,-37,"0","-1",21.645,589522.72,-1,0,0,0,8.9,10,1,0.842813354,0.342813354,"D","R",0.5,0.157186646,13.2924446094762,8.06396014648619,5.22848446298997,-21.645,0,0.859130678561152,20000
"2018","CA","38","2018CA38","D",0,1,"0",0,0,0,"1",-17,2,"R",27.4,67,"D",9,0,27.2,13.5,51.3,4,0.7,15.4,0.3,24.9,3.5,62,3.7,-1.4,66421,-0.06893904,8.6,-0.508,-5,-18,"0","-1",8.636,0,-1,0,0,0,8.9,10,0.697401879,0.590901706,0.090901706,"D","R",0.197401879,0.106500173,0,0,0,-8.636,0,0.684657530394975,19983
"2018","CA","39","2018CA39","R",1,1,"0",1608901.77,1575950.78,5344.83,"1",0,2,"R",42.9,51.5,"D",0,4,26.4,13.6,53.2,2.2,0.4,30.1,0.2,9.7,4.1,33.5,3.4,-1.8,85188,-0.063084002,6.9,0.66,1,-1,"0","1",0,32950.99,1,0,0,0,8.9,10,0.422563373,0.314550572,-0.185449428,"Open","R",-0.077436627,0.108012801,14.2910629953108,14.2703699524852,0.0206930428256555,0,1,0.502123509106089,10261
"2018","CA","41","2018CA41","D",0,1,"0",626934.84,159503.34,0,"1",-12,2,"R",33.1,61,"D",4,0,27.8,9,54,9.4,0.8,5.4,0.3,26.1,4,58.6,5.4,-3.3,62069,-0.115226603,12.9,-0.464,-5,-12,"0","-1",5.568,467431.5,-1,0,0,0,8.9,10,0.643618203,0.566430192,0.066430192,"D","R",0.143618203,0.0771880110000001,13.3485994858305,11.9798264108682,1.36877307496229,-5.568,0,0.649717226227655,19873
"2018","CA","42","2018CA42","R",0,1,"0",186492.74,886683.86,33417.6,"1",9,2,"R",53.4,41.4,"R",0,9,27.4,11.1,66.8,5.4,0.7,9.1,0.4,12.3,5.4,38,4.4,-2.9,76504,-0.054637666,8.2,0.348,5,8,"0","1",3.132,-700191.12,1,0,0,0,8.9,10,0.409735992,0.342622806,-0.157377194,"R","R",-0.090264008,0.067113186,12.136152951819,13.6952449106763,-1.55909195885724,3.132,0,0.418557718270374,1626
"2018","CA","43","2018CA43","D",0,1,"0",384008.04,303501.74,0,"1",-29,2,"R",16.7,78.4,"D",9,0,29.4,11.2,35.5,22.9,0.5,12.6,0.5,22.8,5.2,46.8,4.3,-2.9,54614,-0.106804116,13.9,-0.655,-5,-29,"0","-1",18.995,80506.3,-1,0,0,0,8.9,10,0.755924449,0.709568033,0.209568033,"D","R",0.255924449,0.046356416,12.8584213729594,12.6231459174475,0.235275455511903,-18.995,0,0.759839336135164,20000
"2018","CA","44","2018CA44","D",0,1,"0",513209.17,39151.84,0,"1",-35,2,"R",12.3,83,"D",4,0,27.9,9.3,45.2,15.9,1,5.7,0.6,27.9,3.7,70,5.2,-3.3,50890,-0.087286304,18.1,-0.503,-5,-35,"0","-1",17.605,474057.33,-1,0,0,0,8.9,10,1,1,0.5,"D","R",0.5,0,13.1484407283628,10.575228240295,2.57321248806784,-17.605,0,0.83974705818657,20000
"2018","CA","45","2018CA45","R",0,1,"0",3594997.79,0,36310.06,"1",3,2,"R",44.4,49.8,"D",0,19,26.6,14,63.2,1.9,0.3,23.5,0.2,6.4,4.5,18.4,3.2,-1,97356,-0.051131928,5.2,0.43,1,1,"0","1",1.29,3594997.79,1,0,0,0,8.9,10,0.410362669,0.348792526,-0.151207474,"R","R",-0.089637331,0.061570143,15.0950542125586,0,15.0950542125586,1.29,0,0.504482688113973,10452
